Universidade	ODS	Indicador	Ano	Valor	Overall	Percentil_ranking_metrica
Universidade Federal do Rio de Janeiro	ODS 15	Scholarly Output (THE)	2020	146	713	99th
Universidade Federal do Rio de Janeiro	ODS 15	Scholarly Output (THE)	2021	164	713	99th
Universidade Federal do Rio de Janeiro	ODS 15	Scholarly Output (THE)	2022	135	713	99th
Universidade Federal do Rio de Janeiro	ODS 15	Scholarly Output (THE)	2023	162	713	99th
Universidade Federal do Rio de Janeiro	ODS 15	Scholarly Output (THE) Median	2019	6	21	
Universidade Federal do Rio de Janeiro	ODS 15	Scholarly Output (THE) Median	2020	6	21	
Universidade Federal do Rio de Janeiro	ODS 15	Scholarly Output (THE) Median	2021	7	21	
Universidade Federal do Rio de Janeiro	ODS 15	Scholarly Output (THE) Median	2022	7	21	
Universidade Federal do Rio de Janeiro	ODS 15	Scholarly Output (THE) Median	2023	7	21	
Universidade Federal do Rio de Janeiro	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE)	2019	0.025	0.034	26th
Universidade Federal do Rio de Janeiro	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE)	2020	0.036	0.034	26th
Universidade Federal do Rio de Janeiro	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE)	2021	0.033	0.034	26th
Universidade Federal do Rio de Janeiro	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE)	2022	0.041	0.034	26th
Universidade Federal do Rio de Janeiro	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE)	2023	0.037	0.034	26th
Universidade Federal do Rio de Janeiro	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2019	0.034	0.071	
Universidade Federal do Rio de Janeiro	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2020	0.051	0.071	
Universidade Federal do Rio de Janeiro	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2021	0.064	0.071	
Universidade Federal do Rio de Janeiro	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2022	0.08	0.071	
Universidade Federal do Rio de Janeiro	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2023	0.082	0.071	
Universidade Federal do Rio de Janeiro	ODS 17	Scholarly Output (THE)	2019	1546	8934	97th
Universidade Federal do Rio de Janeiro	ODS 17	Scholarly Output (THE)	2020	1891	8934	97th
Universidade Federal do Rio de Janeiro	ODS 17	Scholarly Output (THE)	2021	2008	8934	97th
Universidade Federal do Rio de Janeiro	ODS 17	Scholarly Output (THE)	2022	1794	8934	97th
Universidade Federal do Rio de Janeiro	ODS 17	Scholarly Output (THE)	2023	1695	8934	97th
Universidade Federal do Rio de Janeiro	ODS 17	Scholarly Output (THE) Median	2019	73	507	
Universidade Federal do Rio de Janeiro	ODS 17	Scholarly Output (THE) Median	2020	94	507	
Universidade Federal do Rio de Janeiro	ODS 17	Scholarly Output (THE) Median	2021	117	507	
Universidade Federal do Rio de Janeiro	ODS 17	Scholarly Output (THE) Median	2022	130	507	
Universidade Federal do Rio de Janeiro	ODS 17	Scholarly Output (THE) Median	2023	142	507	
Universidade Federal de Minas Gerais	ODS 1	Scholarly Output (THE)	2019	27	153	97th
Universidade Federal de Minas Gerais	ODS 1	Scholarly Output (THE)	2020	29	153	97th
Universidade Federal de Minas Gerais	ODS 1	Scholarly Output (THE)	2021	31	153	97th
Universidade Federal de Minas Gerais	ODS 1	Scholarly Output (THE)	2022	35	153	97th
Universidade Federal de Minas Gerais	ODS 1	Scholarly Output (THE)	2023	31	153	97th
Universidade Federal de Minas Gerais	ODS 1	Scholarly Output (THE) Median	2019	3	10	
Universidade Federal de Minas Gerais	ODS 1	Scholarly Output (THE) Median	2020	3	10	
Universidade Federal de Minas Gerais	ODS 1	Scholarly Output (THE) Median	2021	3	10	
Universidade Federal de Minas Gerais	ODS 1	Scholarly Output (THE) Median	2022	4	10	
Universidade Federal de Minas Gerais	ODS 1	Scholarly Output (THE) Median	2023	4	10	
Universidade Federal de Minas Gerais	ODS 1	Field-Weighted Citation Impact - 5 Year (THE)	2019	0.68	1.04	62nd
Universidade Federal de Minas Gerais	ODS 1	Field-Weighted Citation Impact - 5 Year (THE)	2020	0.6	1.04	62nd
Universidade Federal de Minas Gerais	ODS 1	Field-Weighted Citation Impact - 5 Year (THE)	2021	2.59	1.04	62nd
Universidade Federal de Minas Gerais	ODS 1	Field-Weighted Citation Impact - 5 Year (THE)	2022	0.58	1.04	62nd
Universidade Federal de Minas Gerais	ODS 1	Field-Weighted Citation Impact - 5 Year (THE)	2023	0.72	1.04	62nd
Universidade Federal de Minas Gerais	ODS 1	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	0.78	1.01	
Universidade Federal de Minas Gerais	ODS 1	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	0.84	1.01	
Universidade Federal de Minas Gerais	ODS 1	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	0.95	1.01	
Universidade Federal de Minas Gerais	ODS 1	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	0.91	1.01	
Universidade Federal de Minas Gerais	ODS 1	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	0.93	1.01	
Universidade Federal de Minas Gerais	ODS 1	Co-authorship with Low or Lower-middle Income Countries (THE)	2019	0	0.026	58th
Universidade Federal de Minas Gerais	ODS 1	Co-authorship with Low or Lower-middle Income Countries (THE)	2020	0	0.026	58th
Universidade Federal de Minas Gerais	ODS 1	Co-authorship with Low or Lower-middle Income Countries (THE)	2021	0.065	0.026	58th
Universidade Federal de Minas Gerais	ODS 1	Co-authorship with Low or Lower-middle Income Countries (THE)	2022	0.057	0.026	58th
Universidade Federal de Minas Gerais	ODS 1	Co-authorship with Low or Lower-middle Income Countries (THE)	2023	0	0.026	58th
Universidade Federal de Minas Gerais	ODS 1	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2019	0	0.043	
Universidade Federal de Minas Gerais	ODS 1	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2020	0	0.043	
Universidade Federal de Minas Gerais	ODS 1	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2021	0	0.043	
Universidade Federal de Minas Gerais	ODS 1	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2022	0	0.043	
Universidade Federal de Minas Gerais	ODS 1	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2023	0	0.043	
Universidade Federal de Minas Gerais	ODS 2	Scholarly Output (THE)	2019	56	364	96th
Universidade Federal de Minas Gerais	ODS 2	Scholarly Output (THE)	2020	62	364	96th
Universidade Federal de Minas Gerais	ODS 2	Scholarly Output (THE)	2021	74	364	96th
Universidade Federal de Minas Gerais	ODS 2	Scholarly Output (THE)	2022	84	364	96th
Universidade Federal de Minas Gerais	ODS 2	Scholarly Output (THE)	2023	88	364	96th
Universidade Federal de Minas Gerais	ODS 2	Scholarly Output (THE) Median	2019	5	23	
Universidade Federal de Minas Gerais	ODS 2	Scholarly Output (THE) Median	2020	6	23	
Universidade Federal de Minas Gerais	ODS 2	Scholarly Output (THE) Median	2021	7	23	
Universidade Federal de Minas Gerais	ODS 2	Scholarly Output (THE) Median	2022	7	23	
Universidade Federal de Minas Gerais	ODS 2	Scholarly Output (THE) Median	2023	8	23	
Universidade Federal de Minas Gerais	ODS 2	Field-Weighted Citation Impact - 5 Year (THE)	2019	4.28	2.56	88th
Universidade Federal de Minas Gerais	ODS 2	Field-Weighted Citation Impact - 5 Year (THE)	2020	6.87	2.56	88th
Universidade Federal de Minas Gerais	ODS 2	Field-Weighted Citation Impact - 5 Year (THE)	2021	1.1	2.56	88th
Universidade Federal de Minas Gerais	ODS 2	Field-Weighted Citation Impact - 5 Year (THE)	2022	1.4	2.56	88th
Universidade Federal de Minas Gerais	ODS 2	Field-Weighted Citation Impact - 5 Year (THE)	2023	0.75	2.56	88th
Universidade Federal de Minas Gerais	ODS 2	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.18	1.3	
Universidade Federal de Minas Gerais	ODS 2	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.23	1.3	
Universidade Federal de Minas Gerais	ODS 2	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.19	1.3	
Universidade Federal de Minas Gerais	ODS 2	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.14	1.3	
Universidade Federal de Minas Gerais	ODS 2	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.15	1.3	
Universidade Federal de Minas Gerais	ODS 2	Output in Top 10% Journals (THE)	2019	19	80	95th
Universidade Federal de Minas Gerais	ODS 2	Output in Top 10% Journals (THE)	2020	15	80	95th
Universidade Federal de Minas Gerais	ODS 2	Output in Top 10% Journals (THE)	2021	16	80	95th
Universidade Federal de Minas Gerais	ODS 2	Output in Top 10% Journals (THE)	2022	22	80	95th
Universidade Federal de Minas Gerais	ODS 2	Output in Top 10% Journals (THE)	2023	8	80	95th
Universidade Federal de Minas Gerais	ODS 2	Output in Top 10% Journals (THE) Median	2019	1	3	
Universidade Federal de Minas Gerais	ODS 2	Output in Top 10% Journals (THE) Median	2020	1	3	
Universidade Federal de Minas Gerais	ODS 2	Output in Top 10% Journals (THE) Median	2021	1	3	
Universidade Federal de Minas Gerais	ODS 2	Output in Top 10% Journals (THE) Median	2022	1	3	
Universidade Federal de Minas Gerais	ODS 2	Output in Top 10% Journals (THE) Median	2023	1	3	
Universidade Federal de Minas Gerais	ODS 3	Scholarly Output (THE)	2019	770	4863	97th
Universidade Federal de Minas Gerais	ODS 3	Scholarly Output (THE)	2020	993	4863	97th
Universidade Federal de Minas Gerais	ODS 3	Scholarly Output (THE)	2021	1143	4863	97th
Universidade Federal de Minas Gerais	ODS 3	Scholarly Output (THE)	2022	980	4863	97th
Universidade Federal de Minas Gerais	ODS 3	Scholarly Output (THE)	2023	977	4863	97th
Universidade Federal de Minas Gerais	ODS 3	Scholarly Output (THE) Median	2019	28	170	
Universidade Federal de Minas Gerais	ODS 3	Scholarly Output (THE) Median	2020	37	170	
Universidade Federal de Minas Gerais	ODS 3	Scholarly Output (THE) Median	2021	44	170	
Universidade Federal de Minas Gerais	ODS 3	Scholarly Output (THE) Median	2022	51	170	
Universidade Federal de Minas Gerais	ODS 3	Scholarly Output (THE) Median	2023	52	170	
Universidade Federal de Minas Gerais	ODS 3	Views Count (THE)	2019	35294	171509	97th
Universidade Federal de Minas Gerais	ODS 3	Views Count (THE)	2020	48662	171509	97th
Universidade Federal de Minas Gerais	ODS 3	Views Count (THE)	2021	37815	171509	97th
Universidade Federal de Minas Gerais	ODS 3	Views Count (THE)	2022	23381	171509	97th
Universidade Federal de Minas Gerais	ODS 3	Views Count (THE)	2023	26357	171509	97th
Universidade Federal de Minas Gerais	ODS 3	Views Count (THE) Median	2019	865	4757	
Universidade Federal de Minas Gerais	ODS 3	Views Count (THE) Median	2020	1089	4757	
Universidade Federal de Minas Gerais	ODS 3	Views Count (THE) Median	2021	1269	4757	
Universidade Federal de Minas Gerais	ODS 3	Views Count (THE) Median	2022	1280	4757	
Universidade Federal de Minas Gerais	ODS 3	Views Count (THE) Median	2023	1101	4757	
Universidade Federal de Minas Gerais	ODS 3	Clinical Citations (THE)	2019	6	17	94th
Universidade Federal de Minas Gerais	ODS 3	Clinical Citations (THE)	2020	6	17	94th
Universidade Federal de Minas Gerais	ODS 3	Clinical Citations (THE)	2021	5	17	94th
Universidade Federal de Minas Gerais	ODS 3	Clinical Citations (THE)	2022	0	17	94th
Universidade Federal de Minas Gerais	ODS 3	Clinical Citations (THE)	2023	0	17	94th
Universidade Federal de Minas Gerais	ODS 3	Clinical Citations (THE) Median	2019	3	5	
Universidade Federal de Minas Gerais	ODS 3	Clinical Citations (THE) Median	2020	3	5	
Universidade Federal de Minas Gerais	ODS 3	Clinical Citations (THE) Median	2021	2	5	
Universidade Federal de Minas Gerais	ODS 3	Clinical Citations (THE) Median	2022	2	5	
Universidade Federal de Minas Gerais	ODS 3	Clinical Citations (THE) Median	2023	2	5	
Universidade Federal de Minas Gerais	ODS 4	Scholarly Output (THE)	2019	49	315	95th
Universidade Federal de Minas Gerais	ODS 4	Scholarly Output (THE)	2020	54	315	95th
Universidade Federal de Minas Gerais	ODS 4	Scholarly Output (THE)	2021	53	315	95th
Universidade Federal de Minas Gerais	ODS 4	Scholarly Output (THE)	2022	83	315	95th
Universidade Federal de Minas Gerais	ODS 4	Scholarly Output (THE)	2023	76	315	95th
Universidade Federal de Minas Gerais	ODS 4	Scholarly Output (THE) Median	2019	6	27	
Universidade Federal de Minas Gerais	ODS 4	Scholarly Output (THE) Median	2020	7	27	
Universidade Federal de Minas Gerais	ODS 4	Scholarly Output (THE) Median	2021	8	27	
Universidade Federal de Minas Gerais	ODS 4	Scholarly Output (THE) Median	2022	8	27	
Universidade Federal de Minas Gerais	ODS 4	Scholarly Output (THE) Median	2023	9	27	
Universidade Federal de Minas Gerais	ODS 4	Output in Top 10% Journals (THE)	2019	7	33	90th
Universidade Federal de Minas Gerais	ODS 4	Output in Top 10% Journals (THE)	2020	7	33	90th
Universidade Federal de Minas Gerais	ODS 4	Output in Top 10% Journals (THE)	2021	9	33	90th
Universidade Federal de Minas Gerais	ODS 4	Output in Top 10% Journals (THE)	2022	5	33	90th
Universidade Federal de Minas Gerais	ODS 4	Output in Top 10% Journals (THE)	2023	5	33	90th
Universidade Federal de Minas Gerais	ODS 4	Output in Top 10% Journals (THE) Median	2019	1	3	
Universidade Federal de Minas Gerais	ODS 4	Output in Top 10% Journals (THE) Median	2020	1	3	
Universidade Federal de Minas Gerais	ODS 4	Output in Top 10% Journals (THE) Median	2021	1	3	
Universidade Federal de Minas Gerais	ODS 4	Output in Top 10% Journals (THE) Median	2022	1	3	
Universidade Federal de Minas Gerais	ODS 4	Output in Top 10% Journals (THE) Median	2023	1	3	
Universidade Federal de Minas Gerais	ODS 4	Views Count (THE)	2019	4772	16679	96th
Universidade Federal de Minas Gerais	ODS 4	Views Count (THE)	2020	4001	16679	96th
Universidade Federal de Minas Gerais	ODS 4	Views Count (THE)	2021	3521	16679	96th
Universidade Federal de Minas Gerais	ODS 4	Views Count (THE)	2022	2728	16679	96th
Universidade Federal de Minas Gerais	ODS 4	Views Count (THE)	2023	1657	16679	96th
Universidade Federal de Minas Gerais	ODS 4	Views Count (THE) Median	2019	245	1001	
Universidade Federal de Minas Gerais	ODS 4	Views Count (THE) Median	2020	273	1001	
Universidade Federal de Minas Gerais	ODS 4	Views Count (THE) Median	2021	310	1001	
Universidade Federal de Minas Gerais	ODS 4	Views Count (THE) Median	2022	278	1001	
Universidade Federal de Minas Gerais	ODS 4	Views Count (THE) Median	2023	247	1001	
Universidade Federal de Minas Gerais	ODS 5	Scholarly Output (THE)	2019	31	278	97th
Universidade Federal de Minas Gerais	ODS 5	Scholarly Output (THE)	2020	62	278	97th
Universidade Federal de Minas Gerais	ODS 5	Scholarly Output (THE)	2021	61	278	97th
Universidade Federal de Minas Gerais	ODS 5	Scholarly Output (THE)	2022	59	278	97th
Universidade Federal de Minas Gerais	ODS 5	Scholarly Output (THE)	2023	65	278	97th
Universidade Federal de Minas Gerais	ODS 5	Scholarly Output (THE) Median	2019	4	12	
Universidade Federal de Minas Gerais	ODS 5	Scholarly Output (THE) Median	2020	4	12	
Universidade Federal de Minas Gerais	ODS 5	Scholarly Output (THE) Median	2021	5	12	
Universidade Federal de Minas Gerais	ODS 5	Scholarly Output (THE) Median	2022	5	12	
Universidade Federal de Minas Gerais	ODS 5	Scholarly Output (THE) Median	2023	5	12	
Universidade Federal de Minas Gerais	ODS 5	Output in Top 10% Journals (THE)	2019	5	36	93rd
Universidade Federal de Minas Gerais	ODS 5	Output in Top 10% Journals (THE)	2020	3	36	93rd
Universidade Federal de Minas Gerais	ODS 5	Output in Top 10% Journals (THE)	2021	3	36	93rd
Universidade Federal de Minas Gerais	ODS 5	Output in Top 10% Journals (THE)	2022	10	36	93rd
Universidade Federal de Minas Gerais	ODS 5	Output in Top 10% Journals (THE)	2023	15	36	93rd
Universidade Federal de Minas Gerais	ODS 5	Output in Top 10% Journals (THE) Median	2019	1	2	
Universidade Federal de Minas Gerais	ODS 5	Output in Top 10% Journals (THE) Median	2020	1	2	
Universidade Federal de Minas Gerais	ODS 5	Output in Top 10% Journals (THE) Median	2021	1	2	
Universidade Federal de Minas Gerais	ODS 5	Output in Top 10% Journals (THE) Median	2022	1	2	
Universidade Federal de Minas Gerais	ODS 5	Output in Top 10% Journals (THE) Median	2023	1	2	
Universidade Federal de Minas Gerais	ODS 5	Female Co-authorship (THE)	2019	0.487	0.485	86th
Universidade Federal de Minas Gerais	ODS 5	Female Co-authorship (THE)	2020	0.482	0.485	86th
Universidade Federal de Minas Gerais	ODS 5	Female Co-authorship (THE)	2021	0.48	0.485	86th
Universidade Federal de Minas Gerais	ODS 5	Female Co-authorship (THE)	2022	0.489	0.485	86th
Universidade Federal de Minas Gerais	ODS 5	Female Co-authorship (THE)	2023	0.487	0.485	86th
Universidade Federal de Minas Gerais	ODS 5	Female Co-authorship (THE) Median	2019	0.323	0	
Universidade Federal de Minas Gerais	ODS 5	Female Co-authorship (THE) Median	2020	0.327	0	
Universidade Federal de Minas Gerais	ODS 5	Female Co-authorship (THE) Median	2021	0.337	0	
Universidade Federal de Minas Gerais	ODS 5	Female Co-authorship (THE) Median	2022	0.342	0	
Universidade Federal de Minas Gerais	ODS 5	Female Co-authorship (THE) Median	2023	0.344	0	
Universidade Federal de Minas Gerais	ODS 6	Scholarly Output (THE)	2019	124	713	99th
Universidade Federal de Minas Gerais	ODS 6	Scholarly Output (THE)	2020	151	713	99th
Universidade Federal de Minas Gerais	ODS 6	Scholarly Output (THE)	2021	161	713	99th
Universidade Federal de Minas Gerais	ODS 6	Scholarly Output (THE)	2022	155	713	99th
Universidade Federal de Minas Gerais	ODS 6	Scholarly Output (THE)	2023	122	713	99th
Universidade Federal de Minas Gerais	ODS 6	Scholarly Output (THE) Median	2019	8	36	
Universidade Federal de Minas Gerais	ODS 6	Scholarly Output (THE) Median	2020	10	36	
Universidade Federal de Minas Gerais	ODS 6	Scholarly Output (THE) Median	2021	11	36	
Universidade Federal de Minas Gerais	ODS 6	Scholarly Output (THE) Median	2022	11	36	
Universidade Federal de Minas Gerais	ODS 6	Scholarly Output (THE) Median	2023	12	36	
Universidade Federal de Minas Gerais	ODS 6	Field-Weighted Citation Impact - 5 Year (THE)	2019	1.21	1.47	69th
Universidade Federal de Minas Gerais	ODS 6	Field-Weighted Citation Impact - 5 Year (THE)	2020	3.36	1.47	69th
Universidade Federal de Minas Gerais	ODS 6	Field-Weighted Citation Impact - 5 Year (THE)	2021	0.88	1.47	69th
Universidade Federal de Minas Gerais	ODS 6	Field-Weighted Citation Impact - 5 Year (THE)	2022	0.89	1.47	69th
Universidade Federal de Minas Gerais	ODS 6	Field-Weighted Citation Impact - 5 Year (THE)	2023	0.91	1.47	69th
Universidade Federal de Minas Gerais	ODS 6	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.09	1.22	
Universidade Federal de Minas Gerais	ODS 6	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.19	1.22	
Universidade Federal de Minas Gerais	ODS 6	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.09	1.22	
Universidade Federal de Minas Gerais	ODS 6	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.09	1.22	
Universidade Federal de Minas Gerais	ODS 6	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.14	1.22	
Universidade Federal de Minas Gerais	ODS 6	Output in Top 10% Journals (THE)	2019	37	239	98th
Universidade Federal de Minas Gerais	ODS 6	Output in Top 10% Journals (THE)	2020	49	239	98th
Universidade Federal de Minas Gerais	ODS 6	Output in Top 10% Journals (THE)	2021	60	239	98th
Universidade Federal de Minas Gerais	ODS 6	Output in Top 10% Journals (THE)	2022	45	239	98th
Universidade Federal de Minas Gerais	ODS 6	Output in Top 10% Journals (THE)	2023	48	239	98th
Universidade Federal de Minas Gerais	ODS 6	Output in Top 10% Journals (THE) Median	2019	2	6	
Universidade Federal de Minas Gerais	ODS 6	Output in Top 10% Journals (THE) Median	2020	2	6	
Universidade Federal de Minas Gerais	ODS 6	Output in Top 10% Journals (THE) Median	2021	2	6	
Universidade Federal de Minas Gerais	ODS 6	Output in Top 10% Journals (THE) Median	2022	2	6	
Universidade Federal de Minas Gerais	ODS 6	Output in Top 10% Journals (THE) Median	2023	2	6	
Universidade Federal de Minas Gerais	ODS 7	Scholarly Output (THE)	2019	118	567	91st
Universidade Federal de Minas Gerais	ODS 7	Scholarly Output (THE)	2020	111	567	91st
Universidade Federal de Minas Gerais	ODS 7	Scholarly Output (THE)	2021	102	567	91st
Universidade Federal de Minas Gerais	ODS 7	Scholarly Output (THE)	2022	98	567	91st
Universidade Federal de Minas Gerais	ODS 7	Scholarly Output (THE)	2023	138	567	91st
Universidade Federal de Minas Gerais	ODS 7	Scholarly Output (THE) Median	2019	17	76	
Universidade Federal de Minas Gerais	ODS 7	Scholarly Output (THE) Median	2020	18	76	
Universidade Federal de Minas Gerais	ODS 7	Scholarly Output (THE) Median	2021	20	76	
Universidade Federal de Minas Gerais	ODS 7	Scholarly Output (THE) Median	2022	22	76	
Universidade Federal de Minas Gerais	ODS 7	Scholarly Output (THE) Median	2023	23	76	
Universidade Federal de Minas Gerais	ODS 7	Field-Weighted Citation Impact - 5 Year (THE)	2019	1.17	1.11	45th
Universidade Federal de Minas Gerais	ODS 7	Field-Weighted Citation Impact - 5 Year (THE)	2020	0.84	1.11	45th
Universidade Federal de Minas Gerais	ODS 7	Field-Weighted Citation Impact - 5 Year (THE)	2021	0.95	1.11	45th
Universidade Federal de Minas Gerais	ODS 7	Field-Weighted Citation Impact - 5 Year (THE)	2022	1	1.11	45th
Universidade Federal de Minas Gerais	ODS 7	Field-Weighted Citation Impact - 5 Year (THE)	2023	1.47	1.11	45th
Universidade Federal de Minas Gerais	ODS 7	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.11	1.26	
Universidade Federal de Minas Gerais	ODS 7	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.13	1.26	
Universidade Federal de Minas Gerais	ODS 7	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.16	1.26	
Universidade Federal de Minas Gerais	ODS 7	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.2	1.26	
Universidade Federal de Minas Gerais	ODS 7	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.3	1.26	
Universidade Federal de Minas Gerais	ODS 7	Output in Top 10% Journals (THE)	2019	31	168	90th
Universidade Federal de Minas Gerais	ODS 7	Output in Top 10% Journals (THE)	2020	37	168	90th
Universidade Federal de Minas Gerais	ODS 7	Output in Top 10% Journals (THE)	2021	39	168	90th
Universidade Federal de Minas Gerais	ODS 7	Output in Top 10% Journals (THE)	2022	28	168	90th
Universidade Federal de Minas Gerais	ODS 7	Output in Top 10% Journals (THE)	2023	33	168	90th
Universidade Federal de Minas Gerais	ODS 7	Output in Top 10% Journals (THE) Median	2019	3	14	
Universidade Federal de Minas Gerais	ODS 7	Output in Top 10% Journals (THE) Median	2020	3	14	
Universidade Federal de Minas Gerais	ODS 7	Output in Top 10% Journals (THE) Median	2021	4	14	
Universidade Federal de Minas Gerais	ODS 7	Output in Top 10% Journals (THE) Median	2022	4	14	
Universidade Federal de Minas Gerais	ODS 7	Output in Top 10% Journals (THE) Median	2023	4	14	
Universidade Federal de Minas Gerais	ODS 8	Scholarly Output (THE)	2019	59	356	94th
Universidade Federal de Minas Gerais	ODS 8	Scholarly Output (THE)	2020	73	356	94th
Universidade Federal de Minas Gerais	ODS 8	Scholarly Output (THE)	2021	61	356	94th
Universidade Federal de Minas Gerais	ODS 8	Scholarly Output (THE)	2022	76	356	94th
Universidade Federal de Minas Gerais	ODS 8	Scholarly Output (THE)	2023	87	356	94th
Universidade Federal de Minas Gerais	ODS 8	Scholarly Output (THE) Median	2019	8	39	
Universidade Federal de Minas Gerais	ODS 8	Scholarly Output (THE) Median	2020	9	39	
Universidade Federal de Minas Gerais	ODS 8	Scholarly Output (THE) Median	2021	10	39	
Universidade Federal de Minas Gerais	ODS 8	Scholarly Output (THE) Median	2022	12	39	
Universidade Federal de Minas Gerais	ODS 8	Scholarly Output (THE) Median	2023	13	39	
Universidade Federal de Minas Gerais	ODS 8	Output in Top 10% Journals (THE)	2019	9	63	89th
Universidade Federal de Minas Gerais	ODS 8	Output in Top 10% Journals (THE)	2020	19	63	89th
Universidade Federal de Minas Gerais	ODS 8	Output in Top 10% Journals (THE)	2021	10	63	89th
Universidade Federal de Minas Gerais	ODS 8	Output in Top 10% Journals (THE)	2022	11	63	89th
Universidade Federal de Minas Gerais	ODS 8	Output in Top 10% Journals (THE)	2023	14	63	89th
Universidade Federal de Minas Gerais	ODS 8	Output in Top 10% Journals (THE) Median	2019	1	6	
Universidade Federal de Minas Gerais	ODS 8	Output in Top 10% Journals (THE) Median	2020	2	6	
Universidade Federal de Minas Gerais	ODS 8	Output in Top 10% Journals (THE) Median	2021	2	6	
Universidade Federal de Minas Gerais	ODS 8	Output in Top 10% Journals (THE) Median	2022	2	6	
Universidade Federal de Minas Gerais	ODS 8	Output in Top 10% Journals (THE) Median	2023	2	6	
Universidade Federal de Minas Gerais	ODS 9	Scholarly Output (THE)	2019	84	517	92nd
Universidade Federal de Minas Gerais	ODS 9	Scholarly Output (THE)	2020	107	517	92nd
Universidade Federal de Minas Gerais	ODS 9	Scholarly Output (THE)	2021	103	517	92nd
Universidade Federal de Minas Gerais	ODS 9	Scholarly Output (THE)	2022	104	517	92nd
Universidade Federal de Minas Gerais	ODS 9	Scholarly Output (THE)	2023	119	517	92nd
Universidade Federal de Minas Gerais	ODS 9	Scholarly Output (THE) Median	2019	11	67	
Universidade Federal de Minas Gerais	ODS 9	Scholarly Output (THE) Median	2020	14	67	
Universidade Federal de Minas Gerais	ODS 9	Scholarly Output (THE) Median	2021	16	67	
Universidade Federal de Minas Gerais	ODS 9	Scholarly Output (THE) Median	2022	18	67	
Universidade Federal de Minas Gerais	ODS 9	Scholarly Output (THE) Median	2023	22	67	
Universidade Federal de Minas Gerais	ODS 9	Patent-Citations (THE)	2019	830	3798	91st
Universidade Federal de Minas Gerais	ODS 9	Patent-Citations (THE)	2020	846	3798	91st
Universidade Federal de Minas Gerais	ODS 9	Patent-Citations (THE)	2021	920	3798	91st
Universidade Federal de Minas Gerais	ODS 9	Patent-Citations (THE)	2022	884	3798	91st
Universidade Federal de Minas Gerais	ODS 9	Patent-Citations (THE)	2023	853	3798	91st
Universidade Federal de Minas Gerais	ODS 9	Patent-Citations (THE) Median	2019	37	0	
Universidade Federal de Minas Gerais	ODS 9	Patent-Citations (THE) Median	2020	37	0	
Universidade Federal de Minas Gerais	ODS 9	Patent-Citations (THE) Median	2021	38	0	
Universidade Federal de Minas Gerais	ODS 9	Patent-Citations (THE) Median	2022	39	0	
Universidade Federal de Minas Gerais	ODS 9	Patent-Citations (THE) Median	2023	40	0	
Universidade Federal de Minas Gerais	ODS 10	Scholarly Output (THE)	2019	61	466	97th
Universidade Federal de Minas Gerais	ODS 10	Scholarly Output (THE)	2020	82	466	97th
Universidade Federal de Minas Gerais	ODS 10	Scholarly Output (THE)	2021	101	466	97th
Universidade Federal de Minas Gerais	ODS 10	Scholarly Output (THE)	2022	100	466	97th
Universidade Federal de Minas Gerais	ODS 10	Scholarly Output (THE)	2023	122	466	97th
Universidade Federal de Minas Gerais	ODS 10	Scholarly Output (THE) Median	2019	5	20	
Universidade Federal de Minas Gerais	ODS 10	Scholarly Output (THE) Median	2020	6	20	
Universidade Federal de Minas Gerais	ODS 10	Scholarly Output (THE) Median	2021	6	20	
